stemmed,label
bantu saat pergi,positif
terus jadi tiap driver tlp bingung mau angkat tlp bisa angkat tlpnya muncul tombol tlp atau icon atau notif buat angkat tlp,netral
kasihan driver tarif murah,netral
cara umum muas walaupun kadang tunjuk google buat jalan muter tambah jauh,netral
update makin lot gmn sya bayar payletter kl mau aja blank yg ada kena denda kalau begini or mah makin maju mkin mundur,netral
semenjak gopaylaternya updateeh malah kagak bisa pakebintang aja dahkalau gopaylater bisa pake lagi baru gw kasih bintang kalau perlu bintang kalau adapadahal gw tertib kalau bayar tagih off dulu pake gojek pake yg lain dulu alhamdullillah dah g uninstal gojek gopaynya skrg pake aplikasi belah meski ada paylaternya,netral
tentang gopay later yg baru seperti jebak ada ingat tau tau kena dnda rb sumpah kaget atur sngat jebak tagih bisa bayar kpn pun seperti gopay later belum nya,netral
selalu puas dlm layan gojek is the best,positif
aplikasi makin berat kadang sering tanggap terus mohon optimal aplikasi,netral
drivernya tolol semua,netral
aplikasi guna gak punya kendara mudah urus,netral
terlalu lama nyari kemudi,netral
kak gopaylaternya ngga bisa cicil aplikasi sekarang,netral
good,netral
gopaylater gw d tinjau g kelar pdhal kmrem bisa byar juga g pernh telat,netral
sistem romusha eksploitasi driver sistem gocengan sungguh licik yg review bintang jilat harap akun nya bisa gacor,netral
ok,netral
bagusssssss,positif
baik,positif
gojek tetap mrnjadi pilih no dlm aktifitas,netral
kenapa kalau pesan pagipagi selalu gak ada masuk harus nunggu lama banget padahal lagi buruburu udah gitu jauh drivernya padahal kalau liat map nya masih ada lebih dekat,netral
ganti nomer hp susah ganti plat montr susah,netral
baik safety,positif
tolong saat lapar,netral
jelas bantu aktifitas,positif
luar biasa,netral
top,positif
aneh udah transaksi lama tapi gopal leter nya gak muncul,netral
bagai salah satu aplikasi populer indonesia gojek tawar bagai macam layan masuk transportasi online kirim paket layan bersih layan aman banyak lagi mudah guna sedia driver selalu sedia serta harga jangkau buat gojek jadi salah satu pilih utama bagi banyak orang indonesia ketik,netral
top dah,positif
bagus banget lekk,positif
good,netral
bagus cepat,positif
sngat bantu,positif
peta kadang sinkron saat pesan telah konfirmasi harap lebih perhati baik,positif
kenapa pesan makan jam malam sudah nunggu lama baru batal driver yaa sudah nunggu menit lebih notif pesan siap driver tuju lokasi tapi jarak berapa menit batal gitu aja kenapa gaditolak awal aja kalo memang driver mau jemput makan jd gabikin nunggu ujung batal lumayan kecewa krn sudah nunggu lamamungkin bisa sedia fitur tolak awal saja apabila memang drivernya gamau ambil,negatif
driver gojek garut ka ad kualitas bisa andal aplikasi sih oke cuman driver daerah garut yg kurang oke,netral
applaus yg riah aplikasi iniyang beri potong harga hanya rp,netral
gaada mau ambil pesan karna pake voucher lain kali gausa bikin voucher transport seperti goride sama gocar padahal dalam jarak deket ada driver tapi gaada mau ambil karna potong harga k,netral
driver cepaton timesesuai trip,positif
makin lama makin lot,netral
pesan digofood kapok layan lama padahal cuma beli menubisa bisa udah ngak mood makan alih yg lebih cepat,positif
paylater nya udah ngalahin pinjol skrg keren banget waahhhh gokil sih telat hari skrg bayar rb gokil banget biasa cuman rb jauhh amat nih beda busett dah mau naik haji kalian wkwkw,netral
top,positif
simple sederhana,netral
mantap,positif
aplikasi mudah guna good luck,netral
aplikasi nya bagus tapi kalo guna gopaylatter nya allah denda nya lebih sya guna rp denda lambat hari nya rp apa gak ras padahal terang denda rp hari sya denda lebih pakai njeng pdhl sebelm nya bayar belum tanggal tiap awal bulan gak ada kena denda tuh aplikasi peras nama nya auto uninstal,netral
tetap beri yg baik,positif
menang giveaway mobil kecewa,negatif
customer driver jugabisakah gojek kembali skema bonus kayak dulu,netral
habis langgan gofood plus malaj langsung ilang promonya dih sengaja banget dapat duit biar kepake,netral
sudah satu bulan app bisa buka sudah baru versi baru juga install ulang tapi tetap dapat buka padahal belum ada kendala,netral
good,netral
heran pesan terima kata sudah buat cuman driver bom ada ambil mana telat menit bisa cancel pesan gmana klo udah nunggu menit trus drivernya gada buang waktu buat nunggu,positif
layan kusutminjem gopaylater minjam karang beberapa hari kemudian ganti wkwkkwk,netral
maaf nih tinggal bentar ngelag gabisa pencet apa apa beres sen makanojek kenapa tuh,netral
mantap,positif
ko bisa daptar gojek spinjem tolak terus,netral
bagus skali,positif
ok jek,netral
aku suka pake gojek cuma mahal kali jarangjarang dapet voucher balik dapet pas butuhin pas butuh malah ada sama sekali huhu,positif
bisa batal pesan,netral
baik,positif
gimana cara laporin driver yg kurang ajar goride,netral
guna lama udah lama pake nih aplikasi bahkan gopaylater pun pake tanpa tunggak tiba gak bisa pake garagara cuma pilih tenor bulan tiap transaksi,netral
cm sayang gak bs nikmat gopay laternya saja skrg,netral
banyak diskon harga murah terimakasih gojek selalu langgan sini,positif
moga lebih tingkat pelayanannyadan ogkir serta hrg bisa lebih murah yg lain,netral
baik,positif
oke,netral
banyak keluar sendiri aplikasi nya,netral
udah lama pake gojek lama lama sekarang kurang minat makin kesini jarang banget dapet diskon biarpun sering pake kali kali tahun tahun malah tambah mahal sangat sayang mau juragan ato anak sultan kaya malah tambah mahal banyak beberapa pilih manfaat yg turut malah harus tambah biaya banyak jadi jarak deket aja sekarang mahal banget banyak aplikasi yg lain lebih murah seperti toko orange jujur aja senang dulu,netral
oke,netral
hapus ada tarif ribu harga sama tapi malah driver marahmarah argonya padahal bayar ribu klo bisa adil balikin aja tarif yg dulu ribet mending grab atau maxim klo gin cara udah gitu sering keluar lg aplikasi nya lg make gojek,netral
gak ada vocher gak asikkkkkkk,netral
baik,positif
ok banget,netral
segala nya jd mudah karna ada nya gojek,netral
segala urus mudah,netral
iya,netral
the best,netral
akhir suka ngehang tbtb freeze trus pas lagi order belum fix masih lihat bisa nya pencet order fix tapi sen sendiri parah sih,netral
suka tiba hang,positif
gojek drivernya milih milih susah cari driver sekali nya dapet driver lokasi malah jauh padahal banyak driver lokasi dekat tolong dong baik,positif
aplikasi tololbuka tabung malah susah kalo bayar bayarbikin aplikasi idiot,netral
good,netral
bagus,positif
layan ok bangets,netral
good,netral
buat urus angkut barang lebih mudah,netral
iklan gojek ada mana mana,netral
kalo hujan apk ndak fungsi baikemcari driver,positif
saat masih oke mulai voucher dll,netral
emg guna pakai tahun tahun transaksi bnyak pun percuma ada lebih sdkit pun yg d dapat akun sya,netral
puas,positif
seperti ceo baru masalah bikin program gak jelas susah mitra argo turun harga bbm naik sparepart naik andal swadaya tahu kamu jika bengkel rekan kamu memang benar murah tapi sparepartnya juga ngasal bagai contoh kampas rem sangat keras imbas selain motor rem pakem brake rotor piring cakram cepat habis kalau pakem jadi crash salah mitra dong walaupun bengkel rekomendasi goto gotolil,positif
transportasi saat panggil genggam ram,netral
ok,netral
suka tambain dong promo gofoodnya,positif
ok,netral
sdh langgan tahun tahun tapi skrg langsung tak uninstall hapus permanen nih aplikasi karya anak bangsa tapi bikin sengsara gopaylater telat hari denda ribu sudah lunas jangan sampai pakai lagi aplikasi,netral
i love indonesia,netral
good,netral
susah buat ubung cs jika ada kendala ribet pakai balas robot padahal urgent kena duit,netral
layan kurang,netral
dalam hal sikap beberapa driver masih kurang bagus tapi rasa begitu kejam beri bintang satu mereka harap aspek sikap tolong perhati terimakasih,positif
terlalu lama dapat driver,netral
oke,netral
mantap,positif
apk nya bagus lumayan kalo mager bisa pakai gojek,positif
trimakasih atas layan gojek nya mudah rutinitas,netral
mantap,positif
lebih cepat gak ribet driver ramah,positif
sangat bantu,positif
cuma dapet gojek nya yg jauh mulu,netral
sangat bantu sekali,positif
gojekgak kaya dulu ongkirnya mahaltapi terima driver cma gak manusiawi,positif
baru tau gopay later bunga satu hari gede banget lebih rentenir harus bayar pay later gojek yg karna uang sy macet sy bayar yg nya eh tau hari denda ribu wadidauw,netral
dulu sering dapat diskon tapi skr jarang congrats trims gojek banyak bantu,positif
ngakak banget sama deskripsi updatenya,netral
nyaman ramah driver semua nya,netral
ok,netral
aplikasi enakk mau transfer bisaa anehhh gimana cara transfer bank lain tiwas uang masuk bisa ambil lagi,netral
oke,netral
gojek yg dulu lebih baik banding gojek sekarang kl yg sekarang hampir tiap bulan ada update terus tapi ada beda belum update sudah update skr biaya jasa aplikasi buat transfer atau buat beli gofood atau yg lain sudah naik lagi ada tambah lagi coba pakai gopaylater utk bayar belanja tokopedia saat ada tagih harus masuk digopaylater bayar lewat gojek malah gopaylater ada tagih tapi tagih tokopedia langsung jelas banget,positif
gak niat ngasih promo ketika belum beli langgan gratis ongkir selalu ada voucher gofood tiap minggu telah beli langgan gratis ongkir kaga ada lagi voucher gofood kata bisa dicombo kenapa mau rugi banget kah nyata cuma buat mancing aja supaya beli langgan habis kasih voucher lagi nyesel langgan mana buat bulan lagi kan lumayan gede harga,netral
pokoke foolll,netral
ok,netral
ok,netral
bintang tunjuk,netral
kadang not responding app nya,netral
keren,netral
baik,positif
okok,netral
mantap,positif
apk sering henti sendiri,netral
ongkirnya terlalu mahal,netral
good,netral
diupdate gabisa tapi kalo diupdate gabisa digunain bikin kzlllll,netral
ko aku gak bisa download kenapa,netral
parah nh sekarang akun nya susah buka alesan sinya lemahpadahal semua apk bisa buka cuma gojek ma gopay yg g bisa buka turun bintang,negatif
go pay tanggung jawab saldo hilang kali padahal jelas jelas bayar batal ada kontak cs yg bisa hubung bubar jangan pakai gopay lagi,netral
usah nawarin paylater klo approve mulu,netral
jos,netral
banyak banget driver minta tip per order goceng apa iya ngemis,netral
kenapa akun aku jarang ada promonya hiksss,netral
pecah masalah cepat selesai banyak nunggu,positif
mantap,positif
mau pulang habis kerja malah dicancel melulu ama gojek kan g mampu beli motor mampu beli sesuai ongkos saja tapi tolak sabar gak respect,netral
sangat bantu sekali ada gojek,positif
abang baik ramah juga cepet datengnya,positif
harga menu gojek gofood sering skali beda menu restoran saat menu sdh slsi siap diantarkandriver jg konfirmasi dulu kepada customer kena harga yg beda sebut seenakx sj ganti hargauntung klu uang cukup bgmn klu uang pas kan berabe,netral
makin kesini makin gak jelas ongkir goceng dateng makan bisa jam keburu modar lapar pake reguler biaya apa aja ora danta menang banyak begini mah apk driver cs yg korban makin kesini makin bobrok bukan makin oke,netral
lama lama gojek kaya pki udah gak niat ngasih argo selisihdihapus ajah sistem kaya gtulepas orderangak usah tahankasih batas dapat hari pki kaya grabjadiin driver sapi perahudah ampas ajah masih perah,netral
mudah respon cepat,positif
mantap,positif
gojeg ok,netral
nyari drivernya lama padahal sekitar resto banyak driversudah laper masa harus tunggu menit baru dapat driver padahal makan sudah menit lalusemakin lama makin parahkembalikan gojek seperti dulupas order langsung dapat driveraplikasi apa,negatif
payah sekarang gopay nya semenjak ada gopay pinjam suruh update malah buat bayar apa pending mulu,netral
okeh,netral
ksh rating oknum gojek sering lawan arah bahaya orang dah sopan,netral
ok,netral
cukup bantu dlm operasional prasarana akses publik,positif
cuma masih agak mahal sedikit,netral
mantap,positif
kasih ordern yg stabil buat mitra kemudi,netral
knpa si gojek tbtb bisa pesan gofood apkah lg ganggu,negatif
jelek,negatif
sangat bantu,positif
bayar pake mab bisa sulit,netral
mantap,positif
good job,netral
selalu bagus sopan driver nya tepat waktu,positif
naik gojek nangka aplkasi nya pake ribet,netral
contoh seperti ini aplikasi bisa selesai sistem nya sendiri,netral
ketika upgrade gopaylater tiba tiba tolak sedih sekali rasa,netral
guna kirim email juga ada solusi nyagopaylater sudah aktif suru updrage gilir update malah tolak hadeh ribet amat,netral
terimakasih,positif
okk,netral
mblehoy,netral
muas pelayananya,netral
aseli kecewa sama gojek app sekian lama langgan setia hanya beri limit paylater saja skrg non aktif pula sehingga ada akses bayar butuh listrik segitu sadis program gopaylater padahal limit paling minim namun sulit tadi amat bangga pakai aplikasi karna punya anak bangsa mudah banyak hal asli bulan sepetember tahun aplikasi buruk,negatif
alam lama naik gojeg alhamdulillah baik aja mudah transfortasi mana aktifitas,positif
driver agak susah,netral
good,netral
tolong rubah akun goride jadi akun regular jangan sulit masa harus risen trus daftar lagi,netral
top up nya kena biaya admin trus skrg sudah pake biaya bungkus restoran jg walaupun g semua restoran nambah biaya layan ongkir makin mahal,positif
terimakasih,positif
paylatet bisa diaktifin lagi padahal pernah telat bayar,netral
enak banget pake gojek karna dapet promoan terus,netral
jelek aplikasi banyak positif nya tapi gak rekomendasi negatif juga banyak bayar k masih minta uang parkir k tapi drivernya bilang cuma terima k gak banget deh makin kesini makin mundur bagus belum trs sen gofud pakek mode hemat waktu cari drivernya menit padahal banyak driver nganggur nyari order bisa tunggu jam an lain kali jangan gin mainin rezeki orang gabaik jek,positif
sangat baik,positif
apk nya makin canggih makin cekik,netral
akun platinum sering kena rolling kenapa seperti,netral
ongkir terlalu mahal,netral
good,netral
masa driver yg batalil yg dapat suspend ny enak pake grab aja lebih nyaman operator ny lebih sahabat,netral
bagus lengkap tepat waktu,positif
parah banget belum upgrade gopay later limit jt tapi pas upgrade versi baru tawar naik limit malah tolak padahal gak pernah telat,negatif
good,netral
jeput tepat waktu nya,netral
the best,netral
baik memang,positif
tugas sopan,netral
aplikasi sangat bagus mudah guna driver dapat percaya banyak promo diskon voucher pernah ada masalah,positif
nyaman,netral
gercep,netral
oke bingit promonya gofood,netral
gojek mantap murah cepat,positif
good,netral
keren puas,positif
bagus,positif
sy senang naik go ride krn banyak promo nya,netral
aplikasi jamin percaya bagus cepat amanah driver nya,positif
sangat bantu,positif
mantap,positif
gojek lagi kenapa aku isi paket data tapi masuk tapi terang riwayat sukses mana gopaynya udah tarik lagi tolong balikin saldo gopayku,netral
stelah baru sy mau bayar tagih paylater bisa pke saldo gopay yah hanya bisa via va bca sedang sy tdk punya rek bca in gimana dong,netral
allhmdulilah slu lancar sesuai pesan,positif
terimakasih banyak,positif
makin tingkat keman n nyaman bos terima kasih,positif
mantap,positif
sangat guna bagi kaum mageran buat belanja makan atau butuh hari hari,netral
enakk bangett sen gojek usah ribet pergi keluar,netral
perfek,netral
bantu,positif
guna lama apk gojek nyangka entah drivernya yg ceroboh cek pesan atau pegawai restonya yg laku salah atas tidak lengkap pesan jujur kecewa,negatif
gpaylatermenjebak bunga gila gila an,netral
makin lama makin jelas dapet driver yg jauh trus padahal akun lama,netral
bisa mana pesan makan lebih cepat,positif
males banyak ngetik inti kecewa hadap responnya yg lelet,negatif
kata casback sd k d go pay pas bayar tagih ada casback nya bohong ngentod,negatif
gojek lot bngt sekarang woi,netral
ok,netral
gojek jempol,netral
jarang dapet voucher go food padahal sering go food,netral
duh kak kenapa akun pas mau ganti nomer ponsel ngga bisa selalu ada tulis dapat baik nomer telepon terus pas mau sen gofood lalu mau bayar ada tulis lagi halo kami temu masalah akun mu pas tanya cs nya gara ada aktivitas ngga wajar trs aju banding tolak gimana sih gojek,positif
sangat manfaat,netral
ok,netral
buat tranportasi mahal banget,netral
klo sudah salah order gabisa cancel order atau chat toko sangat repot,netral
amat baik,positif
ok,netral
best aplikasi,netral
cepat transparan,positif
soul,netral
mantap nyaman,positif
males pake grab dukung zionis rupa,netral
paraaaaahhhhhhhh skrng gopaylatter denda nya k,netral
bingung mau ngomong apa bagus semua soal,positif
mantap,positif
banyak lg promo nya,netral
apk gajelas mau minta otp malah kocak nomor gw beda bodoh masih kaga bisaa nomor yg tera kurang lagi aneh bs sana nya kirim otp tapi gada nomor gw nya,netral
layan driver kepada customer bagus hanya saja masih banyak titik belum deteksi oleh aplikasi harga masih terlalu tinggi banding pilih transportasi online lain depan harga mungkin boleh turun supaya tetap pilih pertama costumer gojek mana ada,positif
mau makan buru malah d suruh upgrade,netral
puas,positif
gojek bijak baru paylater ny sangat kecewa biaya lambat hr rb tagih hanya rb gmna hitung sudah lama guna aplikasi namun bijak paylater nya tapi sangat kecewa masuk akal,negatif
makin jaya bagusss sistem,positif
voucher gofood q hilang cuma gara ganti nama doank,netral
susah dapet driver skrg pindah aplikasi belah aelah,netral
gimanasih cara mes nya,netral
good job pokokna mah sukses selalu,netral
sejak goto mantab andal,netral
bagus,positif
semenjak ganti usaha malah gak bisa pakai gopaylater lagi pdhl tiap bulan selalu pakai gak pernah telat bayarmaksudnya gimana otw unistall,netral
apk banyak bugnya selalu error,negatif
terlalu banyak iklan ganggu masa tiap detik muncul iklan,negatif
voucher gofood gak bisa digunain padahal baru dapet voucher tanggal kmren laku juga sampe tgl nanti gak tau yg salah mana,netral
banyak promo nya,netral
aku baru bayar gopay later mala beku padahal aku rajin bayar nya mala beku,netral
toppp markotoppp,positif
sangat bantu ada nya aplikasi gojek,positif
banyak lola padahal internet sangat stabill,netral
gojek baik,positif
bayar bagus pernah telat sama sekali tahun lancar jaya lalu tibatiba minta upgrade buat paylater nya mab lhaaaa malah limit kurang terus malah gabisa pakai paylater nya aneh tau githu gausah upgrade segalaaaa,positif
bantu masyarakat indonesia,positif
gofood bisa cancel mubazir jd kasih sana sini deh,netral
mudah hidup,netral
tiap mau isi ulang pulsa my telkomsel pasti suruh buka playstore padhala sudah ada apk gojek tapi knp selalu arahin playstore,netral
makin bagus jarang ngebug,positif
nice,netral
ok,netral
tiba limit pay latter goapy pinjam bisa diapakai padahal bayar bagus mah telat,positif
payleter nya jd bisa d guna semenjak suruh d update sudah gada tunggak sudah d instal unistal jg,netral
yaallah ngebatin ae terus,netral
rata baik semua,positif
mode hemat pesan antar lama jelek,negatif
gabisa batalin gofood yg sengaja pes belum apply voucher,netral
sangat bantu dalam proses bayar apa,positif
tlg dong drivernya jgn pilih pilih rute dong,netral
the best,netral
good,netral
sampah kenapa gopay leter bisa guna lg telah lunas,netral
nice and useful apps,netral
kenapa susah mau transfer norek sendiri,netral
tolong gojek banyak voucher diskon ajar terimakasih,positif
mau bayar gopaylater pas akir bulan smpe skrang tgl apkasi buat bayar mau ngebukakgmn,netral
tarif aneh pas mau order saldo gopay kurang tapu telah ditopup ehh argonya ubah lebih mahal sue,positif
bagus,positif
sangat manfaat,netral
baik,positif
suiip,netral
pake gojek keren bro,netral
terlalu banyak biaya lain gofood,netral
driver ramah,netral
food and good,netral
baik,positif
on time ramah drivernya,netral
recomended,netral
tolong buat jarak jauh tambah reward buat drivernya soal ada yg mau kalo minta anter yg jauh ujung mereka minta customer yg batalin bagus ada alas knp batal samping mau nerima order jauh juga ken tunai buat apa dong isi gopaytt lebih kerensukses terus,positif
woi gbsa buat transfer suruh nunggu terus,netral
selalu muas walaupun rada mahal,netral
mau nya apa sih gua order goride ada masalah akun dengam deteksi curiga emang gua mau ngapaen gua pake juga pake gopay sendiri,netral
sekarang mau pergi atau mau makan perlu lagi ribet tinggal pesan lalu diantarmaju terus gojeksukses,netral
muantappp,netral
makanya gak enak dingin,netral
sekarang terlalu mahal pesan food dll,netral
bagus sekali,positif
sangat bantu layan lama jalan senang,positif
mantapn lancar aplikasi,positif
limit paylater findaya yg ribuhilang suruh update jt hanya perlu rb aja gak perlu jt,netral
good,netral
diskon nya tambah byk tiap hari limpah potong,netral
terimakasih buat driver gojek palembang yg tadi sore tolong kecelakaanudh beliin akuaterus nenangin jugabiar paniksaya tadi belum smpt bilang trimakasih masih syok smoga allah balas baik driver gojek,positif
tadi pagi bisa gunain kenapa sore bisa gunain padahal cuma bolak balik rumah kantor doank bilang pakai biasa gojek kecewa,negatif
selalu andal kalau keluar kota,netral
sanget bagus,positif
baik,positif
ok,netral
kereennn,netral
cukup baik ok,positif
gpl bisa pakai telah upgread,netral
seringsering promosi goreng instant nya,netral
moga lancar layan tambah lebih baik,positif
bagus dalam layan nya,positif
no komen,netral
okay,netral
sangat guna sangat bantu jalan,positif
jarak deket mahal banged ada promo tapi gocar semua ampun dech nih gojekkkk,netral
oks,netral
thankspak,netral
aplikasi eror kdang gak bisa buka,netral
mantap,positif
mantap,positif
sangat bantu sekali moga diskon tambah sering n banyak hwkwkwk,positif
gopaylater mab buruk betul gabisa digunain,negatif
semenjak ada akun goceng susah dapet order mau layan lain pun tetep sama susah dapet order parah rakus,negatif
cepat n aman ramahpokok ny kereenn abiss pak driver,positif
update trus bisa pake paylater aneh makin hari aplikasi makin gila promo makin aneh dasar,netral
limit naik truss,netral
gopaylater nya masalah masak sudah bayar gopaylater nya gopay tapi anggap belum bayar kena denda besar kurang cepat respon atau tindak cs,positif
g jelas aplikasi pj,netral
sangat bantu jika butuh transportasi cepat,positif
from my own experience gocar drivers seems to neglect the order especially at busy hours and short distance it seem gojek partners still do not know the meaning of services excellence always keep up the spirit mantain the good jobs for the drivers,netral
sangat bantu,positif
mantappp,positif
mana tak masalahsmoga slalu bisa sistem tunai cash krna sekte tunaicod,netral
okeee,netral
bagaimana muncul pemberitahuan waduh banyak nyoba tunggu dulu sebentar coba ulang lagi saat masuk pin tapi telah tunggu lama belum hilang pemberitahuannya bagaimana pihak gojek kasih solusi,netral
mantap,positif
sangat baik sekali,positif
cepat tanggap,positif
tolong banget klu lg punya uang dipinjemin gopay,netral
aplikasi mudah pergi atau juga mes makan juga antar baranh,netral
mohon gofood tambah fitur bukti foto saat serah makan nyasar driver sudah selesai pesan hanya ada orang yg aku mes saat driver temu orang titik tuju,netral
maaf aplikasi sangat worth sekarang gofood mesan sangat lama bahkan bisa batal minta tunggu jam mesan makan maaf uninstall,netral
sangat bantu,positif
bayar gopaylater tiap bulan lancarbarusan ada tawar limit hingga barusan klik daftar koq sudah d acc limit gapaylater hilangmaksudnya gimana koq malah gak jelas gak ada jelas harus limit gopaylater yg lama gak hangus apa gojek sdh mau bangkrut,positif
jujur kak hari kebalakang ni susah mes gojek ntah dri go car ny gofood ny tolong dong lebih efektif cepat biasa ngk pernah nunggu sampe driver ny cancel baru nunggu ampe stengah jam tapi d cancel trus nunggu lg tolong donkk lebih efektif lg agar kostumer tdk tunggu lama kek jadi sya sya loh pake apli kasih truss klo apa jan smpe paling dri aplikasih aplikasih lain yaa,positif
neng aja bisa bagi teman saudara handai taul karna gojek mksh gojek,netral
gimna rute gada disuru mantau mau mantau apa mana harus sering sering relog klo chat atau tlfn driver gamasuk ayo la mau mudah sulit,netral
mw pesan gofood tapi pake biaya aplikasi segala sudah mana ongkirnya mahal sekarang nambah biaya bungkus makin lama biaya masuk aplikasi juga bayar,netral
tolong beri bijak kepada para driver gerak terlalu lama saat ada order jadi telat sudah nunggu lama gerak dicancel jga sama drivernya,netral
gopaylater sudah punya yah alias sudah lunas mohon dc jangan tlpn terus risi pihak gojek mohon d pringati ngengangu aktipitas gopaylater denda nya timba k denda k hari sekali lgi pihak dc yg sopan,netral
hati jika driver tanya hal pribadi anak kamu tinggal sama siapa rumah sama siapa anak kecil akan berbohongtakutnya begitu diturunin minta masuk tindak yg ingin selalu tanya anak jika pakai jasa gojek,negatif
mau upgrade gopay registrasi sesuai data dukcapilgendeng dukcapil tak wa datane sesuai gawe regensi palah gopay sesuai,netral
luarbiasa,netral
gopinjamsudah selesai tanpa masalahmau aju lagi tolakaplikasi macam apa,netral
gara hrus upgrade gopay plus ada kirim saat mau tarik gak bisa tapi pas udah d upgrade trus aja gagal udah bagai cara gak muas,netral
ok,netral
bintang produk lokal,netral
ok,netral
amat sangat bantu kerja,positif
good,netral
cepat percaya mantul dah,positif
tarif go food tlg lebih fair lagi bagi konsumen para gojek jarak resto meter masak habisin ongkir ribu belum biaya layan ribu hampir nyamain harga makan yg pes,netral
kren aplikasi nya,netral
mantap,positif
ok,netral
ok jektunjukkan swadaya para driver mu,netral
nice,netral
cari driver nya susah banget,netral
okee sih diskon skrg makin gede,netral
lama nyari driver go car nya sampai ulang kali,netral
parah sen go food gak pilih mode hemat malah gabungin sama cs mode hemat bayar full ribu ongkir lu embat ribu driver lu kasih ribu parah zolim lu jek gua bagai custamer kecewa berat lu gak kasi sama driver lu jek jek masih kurang aja profit lu,negatif
good aps,netral
ain,netral
sedikit kecewa sih sama drivernya padahal mau topup gopay sekali sen goride malah kena admin rp oleh pihak drivernya saat topuppadahal tulis bebas biaya admin,netral
tiap hari selalu pakai gojek utk go send go foodgojek sangat bantu,positif
siiiip,netral
mantap,positif
neng bngt krn banyak vouchernyaaaa suskses trs gojek,netral
lelet,negatif
parah ongkos terlalu mahal food bike cae,negatif
sangat bantu,positif
susah dapat driver,netral
gopay later tiba bisa d pakai,netral
nice,netral
sangat baik sangat bantu bagi orang yg emang betul lg butuh bantu,positif
mudah transportasi mana aja kalo ortu lagi sibuk atau gabisa antar sekolah moga gojek makin kembang bisa bantu banyak orang jika sulit temu transportasi,positif
thank,netral
aplikasi yg bagus,positif
sangat bantu trimakasih,positif
nyaman,netral
cukup muas,netral
sangat bantu,positif
ok,netral
sangat mudah guna fitur fitur nya,netral
mntvv sih sangat bantu tapi kadang ssuka ellor kalauu mint kode otp,positif
bagus bantu,positif
very helpful,netral
goride instan nya payah banyak tempat poll nya ready driver nya lebih baik rubah settingan pilih seperti awal,positif
sangat bantu sekali,positif
rasa aman pergi gojek,netral
poko sangat bantu sekali,positif
ontime tdk tepat sasar,netral
good,netral
masyaallah tabarakallah terimakasih banyak buat nyiptain gojeksaya siswi smk negeri sangat berterimakasih kepada gojekbukan promo nya saja banyak tapi sangatt bantu dalam kondisiii apa utama harga kantong pelajartetep seperti yaa sangat bantu sekali buat ajar seperti sayasukses terus gojek,positif
tau ah males,netral
kenapa selalu gagalnaqnya updated,netral
suka ngehang,positif
sangat manfaat,netral
lama guna gojek oke,netral
ok,netral
sangat bermanfaatbagi yg kejar waktu terimakasih banyak,positif
suka banget banyak cashback gopay coins,positif
good,netral
good,netral
driver nya malas,netral
mohon bantu fitur pembayran gopaypinjam tdk bs klik,positif
senang tugas,netral
mudah dalam mobilisasi kantor atau personal kirim barang atau dokumen sistem aman bayar yg digital jadi mudah dalam butuh personal atau bisnis bravo jek,netral
sangat cocok guna bayar,netral
tepat waktu sikap driver selalu ramah,netral
terimakasih gojek jdi lebih mudah,positif
kecewaaaaa telah upgrade paylater bisa dipake,negatif
telah update ada map pantau lokasi driver gojek layan jga smakin lama,netral
gooddd,netral
titik jemput suka salah arah driver perlu puter balik jauh,positif
driver ramah jos pokoknyah,netral
mantap,positif
rodo mahal,netral
ok,netral
maaf kak saat sering temu ojek gerak muter muter tambah jauh lain lain sehingga sudah sering dapat konsekuensi karena hal terima kasih,positif
makin depan bukan makin baik malah tambah susah cari driver padahal jln deket resto banyak driverparah,netral
ok aja dah,netral
moga gojek trus kembang,netral
suka drivernya sangat ramah,positif
milik masalah sudah aju keluh cs belum tanggap sampai sekarang,netral
bagus,positif
suka,positif
goodjob driver,netral
sngt bantu,positif
mantap,positif
bagus banget,positif
oke,netral
biasa pakai gopay later bisa skrg pas mau pakai malah gak tuju trs padahal bayar tepat wktu gajelas,netral
banyak promo gofood ny,netral
aplikasi sangat keren,netral
sangat bagus sekali bantu masyarakat yg tdk punya kenderaan,positif
selalu bantu sama gojek,positif
mantapppp sangat bantu,positif
kalo bisa tambahin fitur isi saldo digital min biar lebih gampang buat transfer ewallet kayak danaovo dll,netral
minta bantu nya min gimana cara aktifin akun gojek yg nonaktif oleh gojek sya bingung akun gojek masih ada tanggung gopaylater yg harus bayar mau bayar gopaylater tpi sya gatau hrus gimna sedang gatau kode bayar nya tolong bantu nya min agar akun gojek lama bisa aktif lagi,positif
sy bagai customer gojek guna payletter baru aplikasi baru bukan nya nambah bagus malah jelek aplikasi nya,netral
akun bisa guna padahal sudah deposit call centre juga susahh hub ada solusi dm instagram respons kqcauu,netral
bantu sekali hny utk sen mkn trnportasi selebihny enggk rekomendasi semenjak ambil alih mab,positif
gopay later bisa pakai pesan gofood kata lebih mudah sudah hari ngga bisa pakai error mulu ah lanjur update tapi kecewa malah lebih bagus findaya sih maaf bintang kurang kalau gopay later sudah fungsi dgn baik kembali lagi bintang,netral
gojekk ter bestt,netral
gojek makin buruk lot banget mau klik menu apa mau cari makan aja malah tulis server sibuk kecewa banget sih,negatif
